date,annee,mois,jour,numeroJourDansSemaine,numeroJourDansAnnee,numeroSemaine,numeroMagasin,numeroProduit,prixVente,codeDelaMeteo,temperature,promo,quantiteVendue
2016/6/8,2016,6,8,3,160,201623,2,889599,.00,800,22.78,0,0
2016/6/8,2016,6,8,3,160,201623,919,59885,1.02,800,22.78,0,435
2016/6/8,2016,6,8,3,160,201623,919,300771,1.24,800,22.78,0,40
2016/6/8,2016,6,8,3,160,201623,919,404707,.00,800,22.78,0,0
2016/6/8,2016,6,8,3,160,201623,919,525562,1.14,800,22.78,0,13
2016/6/8,2016,6,8,3,160,201623,919,721528,.00,800,22.78,0,0
2016/6/8,2016,6,8,3,160,201623,919,726349,.00,800,22.78,0,0
2016/6/8,2016,6,8,3,160,201623,919,889599,.00,800,22.78,0,0
2016/6/9,2016,6,9,4,161,201623,2,59885,1.02,800,20.65,0,2803
2016/6/9,2016,6,9,4,161,201623,2,300771,1.82,800,20.65,0,38
2016/6/9,2016,6,9,4,161,201623,2,404707,.00,800,20.65,0,0
2016/6/9,2016,6,9,4,161,201623,2,525562,1.14,800,20.65,0,127
2016/6/9,2016,6,9,4,161,201623,2,721528,.00,800,20.65,0,0
2016/6/9,2016,6,9,4,161,201623,2,726349,.00,800,20.65,0,0
2016/6/9,2016,6,9,4,161,201623,2,889599,.00,800,20.65,0,0
2016/6/9,2016,6,9,4,161,201623,919,59885,1.02,800,20.65,0,513
2016/6/9,2016,6,9,4,161,201623,919,300771,1.34,800,20.65,0,10
2016/6/9,2016,6,9,4,161,201623,919,404707,.00,800,20.65,0,0
2016/6/9,2016,6,9,4,161,201623,919,525562,1.14,800,20.65,0,11
2016/6/9,2016,6,9,4,161,201623,919,721528,.00,800,20.65,0,0
2016/6/9,2016,6,9,4,161,201623,919,726349,.00,800,20.65,0,0
2016/6/9,2016,6,9,4,161,201623,919,889599,.00,800,20.65,0,0
2016/6/10,2016,6,10,5,162,201623,2,59885,1.02,803,24.56,0,3033
2016/6/10,2016,6,10,5,162,201623,2,300771,1.82,803,24.56,0,29
2016/6/10,2016,6,10,5,162,201623,2,404707,.00,803,24.56,0,0
2016/6/10,2016,6,10,5,162,201623,2,525562,1.14,803,24.56,0,126
2016/6/10,2016,6,10,5,162,201623,2,721528,.00,803,24.56,0,0
2016/6/10,2016,6,10,5,162,201623,2,726349,.00,803,24.56,0,0
2016/6/10,2016,6,10,5,162,201623,2,889599,.00,803,24.56,0,0
2016/6/10,2016,6,10,5,162,201623,919,59885,1.02,803,24.56,0,368
2016/6/10,2016,6,10,5,162,201623,919,300771,1.69,803,24.56,0,9
2016/6/10,2016,6,10,5,162,201623,919,404707,.00,803,24.56,0,0
2016/6/10,2016,6,10,5,162,201623,919,525562,1.14,803,24.56,0,8
2016/6/10,2016,6,10,5,162,201623,919,721528,.00,803,24.56,0,0
2016/6/10,2016,6,10,5,162,201623,919,726349,.00,803,24.56,0,0
2016/6/10,2016,6,10,5,162,201623,919,889599,.00,803,24.56,0,0
2016/6/11,2016,6,11,6,163,201623,2,59885,1.02,500,22.78,0,3582
2016/6/11,2016,6,11,6,163,201623,2,300771,1.83,500,22.78,0,99
2016/6/11,2016,6,11,6,163,201623,2,404707,.00,500,22.78,0,0
2016/6/11,2016,6,11,6,163,201623,2,525562,1.14,500,22.78,0,136
2016/6/11,2016,6,11,6,163,201623,2,721528,.00,500,22.78,0,0
2016/6/11,2016,6,11,6,163,201623,2,726349,.00,500,22.78,0,0
2016/6/11,2016,6,11,6,163,201623,2,889599,.00,500,22.78,0,0
2016/6/11,2016,6,11,6,163,201623,919,59885,1.02,500,22.78,0,703
2016/6/11,2016,6,11,6,163,201623,919,300771,1.82,500,22.78,0,16
2016/6/11,2016,6,11,6,163,201623,919,404707,.00,500,22.78,0,0
2016/6/11,2016,6,11,6,163,201623,919,525562,1.14,500,22.78,0,18
2016/6/11,2016,6,11,6,163,201623,919,721528,.00,500,22.78,0,0
2016/6/11,2016,6,11,6,163,201623,919,726349,.00,500,22.78,0,0
2016/6/11,2016,6,11,6,163,201623,919,889599,.00,500,22.78,0,0
2016/6/12,2016,6,12,7,164,201623,2,59885,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,2,300771,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,2,404707,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,2,525562,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,2,721528,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,2,726349,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,2,889599,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,919,59885,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,919,300771,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,919,404707,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,919,525562,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,919,721528,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,919,726349,.00,501,20.32,0,0
2016/6/12,2016,6,12,7,164,201623,919,889599,.00,501,20.32,0,0
2016/6/13,2016,6,13,1,165,201624,2,59885,1.02,500,16.77,0,2489
2016/6/13,2016,6,13,1,165,201624,2,300771,1.83,500,16.77,0,67
2016/6/13,2016,6,13,1,165,201624,2,404707,.00,500,16.77,0,0
2016/6/13,2016,6,13,1,165,201624,2,525562,1.14,500,16.77,0,125
2016/6/13,2016,6,13,1,165,201624,2,721528,.00,500,16.77,0,0
2016/6/13,2016,6,13,1,165,201624,2,726349,.00,500,16.77,0,0
2016/6/13,2016,6,13,1,165,201624,2,889599,.00,500,16.77,0,0
2016/6/13,2016,6,13,1,165,201624,919,59885,1.02,500,16.77,0,402
2016/6/13,2016,6,13,1,165,201624,919,300771,1.82,500,16.77,0,9
2016/6/13,2016,6,13,1,165,201624,919,404707,.00,500,16.77,0,0
2016/6/13,2016,6,13,1,165,201624,919,525562,1.14,500,16.77,0,12
2016/6/13,2016,6,13,1,165,201624,919,721528,.00,500,16.77,0,0
2016/6/13,2016,6,13,1,165,201624,919,726349,.00,500,16.77,0,0
2016/6/13,2016,6,13,1,165,201624,919,889599,.00,500,16.77,0,0
2016/6/14,2016,6,14,2,166,201624,2,59885,1.02,500,14.92,0,2396
2016/6/14,2016,6,14,2,166,201624,2,300771,1.62,500,14.92,0,64
2016/6/14,2016,6,14,2,166,201624,2,404707,.00,500,14.92,0,0
2016/6/14,2016,6,14,2,166,201624,2,525562,1.14,500,14.92,0,115
2016/6/14,2016,6,14,2,166,201624,2,721528,.00,500,14.92,0,0
2016/6/14,2016,6,14,2,166,201624,2,726349,11.99,500,14.92,0,1
2016/6/14,2016,6,14,2,166,201624,2,889599,.00,500,14.92,0,0
2016/6/14,2016,6,14,2,166,201624,919,59885,1.02,500,14.92,0,442
2016/6/14,2016,6,14,2,166,201624,919,300771,1.71,500,14.92,0,31
2016/6/14,2016,6,14,2,166,201624,919,404707,.00,500,14.92,0,0
2016/6/14,2016,6,14,2,166,201624,919,525562,1.14,500,14.92,0,19
2016/6/14,2016,6,14,2,166,201624,919,721528,.00,500,14.92,0,0
2016/6/14,2016,6,14,2,166,201624,919,726349,.00,500,14.92,0,0
2016/6/14,2016,6,14,2,166,201624,919,889599,.00,500,14.92,0,0
2016/6/15,2016,6,15,3,167,201624,2,59885,1.02,500,17.85,0,2325
2016/6/15,2016,6,15,3,167,201624,2,300771,1.67,500,17.85,0,22
2016/6/15,2016,6,15,3,167,201624,2,404707,.00,500,17.85,0,0
2016/6/15,2016,6,15,3,167,201624,2,525562,1.14,500,17.85,0,96
2016/6/15,2016,6,15,3,167,201624,2,721528,.00,500,17.85,0,0
2016/6/15,2016,6,15,3,167,201624,2,726349,.00,500,17.85,0,0
2016/6/15,2016,6,15,3,167,201624,2,889599,.00,500,17.85,0,0
2016/6/15,2016,6,15,3,167,201624,919,59885,1.02,500,17.85,0,459
2016/6/15,2016,6,15,3,167,201624,919,300771,1.66,500,17.85,0,7
2016/6/15,2016,6,15,3,167,201624,919,404707,.00,500,17.85,0,0
2016/6/15,2016,6,15,3,167,201624,919,525562,1.14,500,17.85,0,10
2016/6/15,2016,6,15,3,167,201624,919,721528,.00,500,17.85,0,0
2016/6/15,2016,6,15,3,167,201624,919,726349,.00,500,17.85,0,0
2016/6/15,2016,6,15,3,167,201624,919,889599,.00,500,17.85,0,0
2016/6/16,2016,6,16,4,168,201624,2,59885,1.02,502,13.98,0,2898
2016/6/16,2016,6,16,4,168,201624,2,300771,1.67,502,13.98,0,46
2016/6/16,2016,6,16,4,168,201624,2,404707,.00,502,13.98,0,0
2016/6/16,2016,6,16,4,168,201624,2,525562,1.14,502,13.98,0,91
2016/6/16,2016,6,16,4,168,201624,2,721528,.00,502,13.98,0,0
2016/6/16,2016,6,16,4,168,201624,2,726349,.00,502,13.98,0,0
2016/6/16,2016,6,16,4,168,201624,2,889599,.00,502,13.98,0,0
2016/6/16,2016,6,16,4,168,201624,919,59885,1.02,502,13.98,0,217
2016/6/16,2016,6,16,4,168,201624,919,300771,1.66,502,13.98,0,22
2016/6/16,2016,6,16,4,168,201624,919,404707,.00,502,13.98,0,0
2016/6/16,2016,6,16,4,168,201624,919,525562,1.14,502,13.98,0,12
2016/6/16,2016,6,16,4,168,201624,919,721528,.00,502,13.98,0,0
2016/6/16,2016,6,16,4,168,201624,919,726349,.00,502,13.98,0,0
2016/6/16,2016,6,16,4,168,201624,919,889599,.00,502,13.98,0,0
2016/6/17,2016,6,17,5,169,201624,2,59885,1.02,501,15.22,0,2601
2016/6/17,2016,6,17,5,169,201624,2,300771,1.67,501,15.22,0,60
2016/6/17,2016,6,17,5,169,201624,2,404707,.00,501,15.22,0,0
2016/6/17,2016,6,17,5,169,201624,2,525562,1.14,501,15.22,0,90
2016/6/17,2016,6,17,5,169,201624,2,721528,.00,501,15.22,0,0
2016/6/17,2016,6,17,5,169,201624,2,726349,.00,501,15.22,0,0
2016/6/17,2016,6,17,5,169,201624,2,889599,.00,501,15.22,0,0
2016/6/17,2016,6,17,5,169,201624,919,59885,1.02,501,15.22,0,349
2016/6/17,2016,6,17,5,169,201624,919,300771,1.68,501,15.22,0,17
2016/6/17,2016,6,17,5,169,201624,919,404707,.00,501,15.22,0,0
2016/6/17,2016,6,17,5,169,201624,919,525562,1.14,501,15.22,0,22
2016/6/17,2016,6,17,5,169,201624,919,721528,.00,501,15.22,0,0
2016/6/17,2016,6,17,5,169,201624,919,726349,.00,501,15.22,0,0
2016/6/17,2016,6,17,5,169,201624,919,889599,.00,501,15.22,0,0
2016/6/18,2016,6,18,6,170,201624,2,59885,1.02,500,15.37,0,5798
2016/6/18,2016,6,18,6,170,201624,2,300771,1.67,500,15.37,0,81
2016/6/18,2016,6,18,6,170,201624,2,404707,.00,500,15.37,0,0
2016/6/18,2016,6,18,6,170,201624,2,525562,1.14,500,15.37,0,159
2016/6/18,2016,6,18,6,170,201624,2,721528,.00,500,15.37,0,0
2016/6/18,2016,6,18,6,170,201624,2,726349,.00,500,15.37,0,0
2016/6/18,2016,6,18,6,170,201624,2,889599,.00,500,15.37,0,0
2016/6/18,2016,6,18,6,170,201624,919,59885,1.02,500,15.37,0,708
2016/6/18,2016,6,18,6,170,201624,919,300771,1.66,500,15.37,0,25
2016/6/18,2016,6,18,6,170,201624,919,404707,.00,500,15.37,0,0
2016/6/18,2016,6,18,6,170,201624,919,525562,1.14,500,15.37,0,13
2016/6/18,2016,6,18,6,170,201624,919,721528,.00,500,15.37,0,0
2016/6/18,2016,6,18,6,170,201624,919,726349,.00,500,15.37,0,0
2016/6/18,2016,6,18,6,170,201624,919,889599,.00,500,15.37,0,0
2016/6/19,2016,6,19,7,171,201624,2,59885,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,2,300771,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,2,404707,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,2,525562,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,2,721528,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,2,726349,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,2,889599,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,919,59885,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,919,300771,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,919,404707,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,919,525562,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,919,721528,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,919,726349,.00,500,18.55,0,0
2016/6/19,2016,6,19,7,171,201624,919,889599,.00,500,18.55,0,0
2016/6/20,2016,6,20,1,172,201625,2,59885,1.02,502,15.70,0,2300
2016/6/20,2016,6,20,1,172,201625,2,300771,1.67,502,15.70,0,41
2016/6/20,2016,6,20,1,172,201625,2,404707,.00,502,15.70,0,0
2016/6/20,2016,6,20,1,172,201625,2,525562,1.14,502,15.70,0,109
2016/6/20,2016,6,20,1,172,201625,2,721528,.00,502,15.70,0,0
2016/6/20,2016,6,20,1,172,201625,2,726349,.00,502,15.70,0,0
2016/6/20,2016,6,20,1,172,201625,2,889599,.00,502,15.70,0,0
2016/6/20,2016,6,20,1,172,201625,919,59885,1.02,502,15.70,0,391
2016/6/20,2016,6,20,1,172,201625,919,300771,1.67,502,15.70,0,23
2016/6/20,2016,6,20,1,172,201625,919,404707,.00,502,15.70,0,0
2016/6/20,2016,6,20,1,172,201625,919,525562,1.14,502,15.70,0,6
2016/6/20,2016,6,20,1,172,201625,919,721528,.00,502,15.70,0,0
2016/6/20,2016,6,20,1,172,201625,919,726349,.00,502,15.70,0,0
2016/6/20,2016,6,20,1,172,201625,919,889599,.00,502,15.70,0,0
2016/6/21,2016,6,21,2,173,201625,2,59885,1.02,500,19.09,0,2200
2016/6/21,2016,6,21,2,173,201625,2,300771,1.63,500,19.09,0,33
2016/6/21,2016,6,21,2,173,201625,2,404707,.00,500,19.09,0,0
2016/6/21,2016,6,21,2,173,201625,2,525562,1.14,500,19.09,0,91
2016/6/21,2016,6,21,2,173,201625,2,721528,.00,500,19.09,0,0
2016/6/21,2016,6,21,2,173,201625,2,726349,11.99,500,19.09,0,1
2016/6/21,2016,6,21,2,173,201625,2,889599,.00,500,19.09,0,0
2016/6/21,2016,6,21,2,173,201625,919,59885,1.02,500,19.09,0,305
2016/6/21,2016,6,21,2,173,201625,919,300771,1.63,500,19.09,0,11
2016/6/21,2016,6,21,2,173,201625,919,404707,.00,500,19.09,0,0
2016/6/21,2016,6,21,2,173,201625,919,525562,1.14,500,19.09,0,21
2016/6/21,2016,6,21,2,173,201625,919,721528,.00,500,19.09,0,0
2016/6/21,2016,6,21,2,173,201625,919,726349,.00,500,19.09,0,0
2016/6/21,2016,6,21,2,173,201625,919,889599,.00,500,19.09,0,0
2016/6/22,2016,6,22,3,174,201625,2,59885,1.02,500,26.36,0,2505
2016/6/22,2016,6,22,3,174,201625,2,300771,1.82,500,26.36,0,20
2016/6/22,2016,6,22,3,174,201625,2,404707,.00,500,26.36,0,0
2016/6/22,2016,6,22,3,174,201625,2,525562,1.14,500,26.36,0,88
2016/6/22,2016,6,22,3,174,201625,2,721528,.00,500,26.36,0,0
2016/6/22,2016,6,22,3,174,201625,2,726349,11.99,500,26.36,0,1
2016/6/22,2016,6,22,3,174,201625,2,889599,.00,500,26.36,0,0
2016/6/22,2016,6,22,3,174,201625,919,59885,1.02,500,26.36,0,487
2016/6/22,2016,6,22,3,174,201625,919,300771,.00,500,26.36,0,0
2016/6/22,2016,6,22,3,174,201625,919,404707,.00,500,26.36,0,0
2016/6/22,2016,6,22,3,174,201625,919,525562,1.14,500,26.36,0,8
2016/6/22,2016,6,22,3,174,201625,919,721528,.00,500,26.36,0,0
2016/6/22,2016,6,22,3,174,201625,919,726349,.00,500,26.36,0,0
2016/6/22,2016,6,22,3,174,201625,919,889599,.00,500,26.36,0,0
2016/6/23,2016,6,23,4,175,201625,2,59885,1.02,500,24.45,0,2929
2016/6/23,2016,6,23,4,175,201625,2,300771,1.83,500,24.45,0,32
2016/6/23,2016,6,23,4,175,201625,2,404707,.00,500,24.45,0,0
2016/6/23,2016,6,23,4,175,201625,2,525562,1.14,500,24.45,0,91
2016/6/23,2016,6,23,4,175,201625,2,721528,.00,500,24.45,0,0
2016/6/23,2016,6,23,4,175,201625,2,726349,.00,500,24.45,0,0
2016/6/23,2016,6,23,4,175,201625,2,889599,.00,500,24.45,0,0
2016/6/23,2016,6,23,4,175,201625,919,59885,1.02,500,24.45,0,688
2016/6/23,2016,6,23,4,175,201625,919,300771,.00,500,24.45,0,0
2016/6/23,2016,6,23,4,175,201625,919,404707,.00,500,24.45,0,0
2016/6/23,2016,6,23,4,175,201625,919,525562,1.14,500,24.45,0,13
2016/6/23,2016,6,23,4,175,201625,919,721528,.00,500,24.45,0,0
2016/6/23,2016,6,23,4,175,201625,919,726349,.00,500,24.45,0,0
2016/6/23,2016,6,23,4,175,201625,919,889599,.00,500,24.45,0,0
2016/6/24,2016,6,24,5,176,201625,2,59885,1.02,501,23.35,0,3694
2016/6/24,2016,6,24,5,176,201625,2,300771,1.83,501,23.35,0,27
2016/6/24,2016,6,24,5,176,201625,2,404707,.00,501,23.35,0,0
2016/6/24,2016,6,24,5,176,201625,2,525562,1.13,501,23.35,0,91
2016/6/24,2016,6,24,5,176,201625,2,721528,.00,501,23.35,0,0
2016/6/24,2016,6,24,5,176,201625,2,726349,.00,501,23.35,0,0
2016/6/24,2016,6,24,5,176,201625,2,889599,.00,501,23.35,0,0
2016/6/24,2016,6,24,5,176,201625,919,59885,1.02,501,23.35,0,797
2016/6/24,2016,6,24,5,176,201625,919,300771,.00,501,23.35,0,0
2016/6/24,2016,6,24,5,176,201625,919,404707,.00,501,23.35,0,0
2016/6/24,2016,6,24,5,176,201625,919,525562,1.14,501,23.35,0,12
2016/6/24,2016,6,24,5,176,201625,919,721528,.00,501,23.35,0,0
2016/6/24,2016,6,24,5,176,201625,919,726349,.00,501,23.35,0,0
2016/6/24,2016,6,24,5,176,201625,919,889599,.00,501,23.35,0,0
2016/6/25,2016,6,25,6,177,201625,2,59885,1.02,501,18.01,0,5255
2016/6/25,2016,6,25,6,177,201625,2,300771,1.84,501,18.01,0,29
2016/6/25,2016,6,25,6,177,201625,2,404707,.00,501,18.01,0,0
2016/6/25,2016,6,25,6,177,201625,2,525562,1.14,501,18.01,0,116
2016/6/25,2016,6,25,6,177,201625,2,721528,.00,501,18.01,0,0
2016/6/25,2016,6,25,6,177,201625,2,726349,.00,501,18.01,0,0
2016/6/25,2016,6,25,6,177,201625,2,889599,.00,501,18.01,0,0
2016/6/25,2016,6,25,6,177,201625,919,59885,1.02,501,18.01,0,482
2016/6/25,2016,6,25,6,177,201625,919,300771,.00,501,18.01,0,0
2016/6/25,2016,6,25,6,177,201625,919,404707,.00,501,18.01,0,0
2016/6/25,2016,6,25,6,177,201625,919,525562,1.14,501,18.01,0,25
2016/6/25,2016,6,25,6,177,201625,919,721528,.00,501,18.01,0,0
2016/6/25,2016,6,25,6,177,201625,919,726349,.00,501,18.01,0,0
2016/6/25,2016,6,25,6,177,201625,919,889599,.00,501,18.01,0,0
2016/6/26,2016,6,26,7,178,201625,2,59885,1.02,803,16.90,0,2761
